program_ID,program_name,response_date,signal_number,Asking/Defining Problems,Making Observations,Generate data,data Modeling,"Interpreting, Communicate finding",Any Work With Data,Sum Work With Data,KLS_qual,HM_qual,KMS_qual,Josh notes
4,6th Math (Sociedad - 02_Seg),8/5/15,2,0,0,0,0,1,1,1,#NAME?,"-the teacher wrote out a problem on a large sheet of paper that he stuck to the board and is trying to get the students to talk through the problem with him
-then after talking through it for a few minutes, helping them set up the problem, Mr. B asks the ",NA,
4,7th Math (Sociedad 2 - 01_Seg),8/5/15,1,0,0,0,0,0,0,0,"- playing a game online as a class... buying groceries looking at the total cost, how money is spent (home improvments/fixes, college, child's feild trip, paying bills) and how to budget
- Students come up with a concensus to decide on the answer they wan",NA,NA,
4,7th Math (Sociedad 2 - 01_Seg),8/5/15,2,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,8th Math (Sociedad - 01_Seg),8/5/15,2,0,0,1,0,0,1,1,"- Talking about who is on the board of directors gender and race... reasoning why interpreting and communicating findings
- conducting research generating data
- Students are taking the information they find and putting it into paragraph form
- Talking ab",NA,"- students working on an activity on the computer (seem to be writng paragraphs or an essay, seems to be related to the companies they picked for their final project), instructor walking around answering questions 
- instructor makes sure that with the ""g",
4,Dance (Sociedad2 - 02_Seg),8/5/15,1,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,Dance (Sociedad2 - 02_Seg),8/5/15,2,0,0,0,0,0,0,0,"-working throgh a dance using shapes to mark motion
- using counts (8) to hit timing and possibly half counts... fractions data modeling
-They watched Michael Jackson videos to come up with moves they want to include in their dance",NA,NA,
4,Robotics (Sociedad - 03_Seg),8/5/15,1,0,0,0,0,0,0,0,#NAME?,NA,NA,
4,Robotics (Sociedad - 03_Seg),8/5/15,2,0,0,0,0,0,0,0,"- Students are still building their model robots data modeling
- Finding the necessary pieces to build the robot
- Teacher works with one student to put together his chosen model robot
- Student follows along with a visual to put together a robot making o",NA,NA,
5,Boston - Thompson Island,7/14/15,1,0,0,0,0,0,0,0,"- In classroom working through multiple food chains.. teacher writing on the white board, students ask for help when writing down on paper
- Teacher works one on one with one students to work through what a food chain looks like model
- Most students are ",NA,NA,
5,Boston - Thompson Island,7/14/15,2,0,1,1,0,1,1,3,"- Students are sharing their ideas in the small group communicating 
-  Students look like they are in a bigger classroom now (lab)
- teacher asks a question... she presses for further understanding and provides a little information
- Students work in a g",NA,NA,
5,Boston - Thompson Island,7/14/15,3,0,1,1,1,0,1,3,"- Student outside talking with Ranger on the island
- Students are circled up while ranger describes to them where the channel is and the direction in which the water is moving, students make hypotheses based off of what they can observe, asking/defining
",NA,NA,
5,Boston - Thompson Island,7/14/15,4,0,1,1,0,0,1,2,"- Student- look what I found!... shrimp 
- Students using nets to collect and observe specimens
- Doing surveys and in the process of switching stations
",NA,NA,
5,Boston - Thompson Island,7/14/15,5,0,1,1,0,1,1,3,"- Still in 3 groups collecting specimens and making observations
- Found some peat, student asks what that is
- It says ESM signal 4
- While students take the survey the ranger helps collect nets etc.
",NA,NA,
5,Boston - Thompson Island,7/16/15,1,0,0,0,0,1,1,1,#NAME?,NA,NA,
5,Boston - Thompson Island,7/16/15,2,1,0,0,0,0,1,1,#NAME?,NA,NA,
5,Boston - Thompson Island,7/16/15,3,0,0,0,0,0,0,0,#NAME?,NA,NA,
5,Boston - Thompson Island,7/16/15,4,0,0,1,0,1,1,2,"- Students have a ball as a way to randomize the cross sections they sample from? maybe? 
- Student: not to be disrespectful but this science camp is like school all over again
- Make a log (generating data) of the types and the amount of species found
-S",NA,NA,
5,Boston - Thompson Island,7/16/15,5,NA,NA,NA,NA,NA,0,0,NO VIDEO,NA,NA,
5,Boston - Thompson Island,7/21/15,1,1,0,0,1,1,1,3,"This date and the video date does not match (7-21 vs. 7-22)... I used the 7-22 videos
- Teacher is asking students to gove examples of adaptations... one student records on board
- Asks students to give himattentions (eyes and ears) 
- Teacher reads a story... A Rabbits Choice
- A is correct stand up, B is correct stay sitting. Students make a choice in order to survive data modeling & defining problems, maybe interpret findings but students are not paying attention to the choices of others and the rabbits that are suppose to die are continuing to participate and make decisions (this is confusing and may not be getting the point across)... the students do not discuss anything the activity is done mostly in silence and sometime I feel like they just stood or sat depending on what their friends/classmates were doing.",NA,NA,
5,Boston - Thompson Island,7/21/15,2,0,0,1,1,0,1,2,"This date and the video date does not match (7-21 vs. 7-22)... I used the 7-22 videos
- Students draw one vocab word on a piece of paper from container and have to give one word clue to get team to guess what it is... tallys aer kept on the board
- The teams are competing against one another in a game like charades
- Data modeling and generate data- maybe with the tallys on the board but it is not transferred into a graph so I don't really agree with this code",NA,#NAME?,
5,Boston - Thompson Island,7/21/15,3,1,1,1,1,1,1,5,"This date and the video date does not match (7-21 vs. 7-22)... I used the 7-22 videos
- Outside in a grassy area with the ranger, boundaries for exploration were given
- Clipboaards are being passed out and directions are being given
- Ranger is showing and explaining tools to use in the field observe?? 
- Explaining where to record information on a chart
- Students asks ""what if we suck up a new species"" asking
- Rangers asks what do you think X means/is/etc. students respond with their thoughts
- Ranger demonstrates how to use a bug net.",NA,"- students outside, instructor hands out worksheets and tells students to pair up
- instructor shows students containers they will put specimens in so they can observe it, and tools they can use to capture bugs, instructor describes chart that students we",
5,Boston - Thompson Island,7/21/15,4,1,1,1,1,1,1,5,"This date and the video date does not match (7-21 vs. 7-22)... I used the 7-22 videos
- Ranger asks for a student to help collect insects generate data
- Student finds insect, ranger asks how many legs it has
- Ranger: remember spiders are not insects
- Student asks: could students have 8 legs on one side? asking
- Look for evidence- what do you see... student- holes
- Student brings up the woodpecker
- Students have sheets to identify what insects they captured observations",NA,"- students collecting insectes with the various tools they were given, looking at the organisms they are finding, saying some observations aloud (observing)
- instructor asking students some questions about their bugs (""How many legs does it have?"" ""Is it",
5,Boston - Thompson Island,7/21/15,5,NA,NA,NA,NA,NA,0,0,NO VIDEO,NA,NO CLIP FOR THIS SIGNAL,
5,Boston - Thompson Island,7/23/15,1,0,1,0,0,1,1,2,"- Teacher asking what is inherited... with reference to adaptation
- student- ""Midgit... how does that work?"" asking
- Introducing punnett square... student explains what it is prior
- What if both parents dont have blue eye but the child does... does tha",NA,"- Students in classroom for lecture time
- instructor talking about adaptations and punnet squares, asking students related questions (e.g. ""what characteristics do we have that are inherited?""), students asking follow-up questions about genetics and diff",
5,Boston - Thompson Island,7/23/15,2,1,1,0,0,0,1,2,"- Outside reading an article- some independently and some in a small group with a teacher
-  Teacher asks what an adaptaion can be... phsysical (structure), or beahavioral
-Student- what's a cardnial? Asking
- talking about different ways to capture thut ",NA,"- instructor talking to students in a circle outside, discussing how they will be reading the article (some will read it aloud in a small group with the instructor, others will read quietly by themselves)
- instructor discussing with the small group of 4 ",
5,Boston - Thompson Island,7/23/15,3,0,0,1,0,0,1,1,"- Outside in a muddy area with a ball (maybe to denote sample sections)
- Using a feild giude to survey an area
- Teacher asks a student ""how can you tell it is detrirus?""- pressing for evidence-based reasoning observations
- teacher asks a question to ge",NA,"- students outside, instructor trying to gather the students together 
- instructor tells students to be careful with the habitats as part of a ecosystem they are stepping on 
- students walking through a marsh looking for ""objects"" and using their ""guide",
5,Boston - Thompson Island,7/23/15,4,0,0,1,0,0,1,1,"- Outside at muddy/bog area still workin gon surveys
- There's a whole pond of detritis over there observing
- walking around squishy mud and laughing when sinking in
- looking for organisms (mostly playing in the mud)",NA,"- students still outside searching in marchy environment, instructor asks if they are recording what they are finding (generating)
- Students searching for organisms to record on their ""field guide"" 
- Students and instructor seeing how far into the water",
5,Boston - Thompson Island,7/28/15,1,0,0,1,0,0,1,1,#NAME?,NA,"- students in classroom, instructor asks students if they are still working on their ""dedication page"", reminds them they are also working on their ""cover page""
- students working individually, instructor walking around looking at what students are doing ",
5,Boston - Thompson Island,7/28/15,2,0,0,0,0,1,1,1,#NAME?,NA,#NAME?,
5,Boston - Thompson Island,7/28/15,3,1,0,1,1,1,1,4,#NAME?,NA,"- students outside, instructor telling students about the environment they are about to go look at (a beach), asks students questions about a beach (e.g. ""what is sand?""), describes what the students will see once they are there, tells students they will ",
5,Boston - Thompson Island,7/28/15,4,1,1,0,0,0,1,2,#NAME?,NA,"- students on beach, instructor pointing out the high tide mark, prompts students to observe where plant growth starts and stops in relation to the high tide mark, explains why this phenomenon happens (observing)
- instructor passes out tools to capture a",
5,Boston - Thompson Island,7/28/15,5,0,1,0,0,0,1,1,"- On the beach by the rock line with Ranger
- Smelling flowers talking about the structure and purposes (can make jelly's) Observations
- Students are by the water collecting/generating data and organisms and plants
- Found a copper wire and other trash (",NA,"- students on beach
- students take survey 
- instructor showing some students plants and asking them to smell it and asking them if they can identify it, tells students the name and tells them what they can do with the plant (e.g. make tea) 
- students f",
5,Boston - Thompson Island,7/30/15,1,0,0,0,0,1,1,1,"- In the classroom... teacher makes a list of things that students should have completed or finishing up on the book they are writing asks them to include illustrations
- Provides resources for creaating book
- Students are drawing representations of data",NA,"- students in classroom , students seem to be having snack time 
- instructor outlines what parts of their books they should be finished with and what they should be working on  (pages include ""table of contents"", ""intro"", ""ecosystems"", ""abiotic and bioti",
5,Boston - Thompson Island,7/30/15,2,0,0,0,0,0,0,0,"- In the lab working on the book again... this should be the same code as the last video.
- data modeling... making the biotic/abiotic factor chart... Interpreting and communicating (via. text) finding students compare a sandy beach to the shelly beach
- ",NA,NA,
5,Boston - Thompson Island,7/30/15,3,0,0,0,0,0,0,0,NA,NA,NA,
10,Providence -  RWP Zoo,7/15/15,1,NA,NA,NA,NA,NA,0,0,NA,#NAME?,#NAME?,
10,Providence -  RWP Zoo,7/15/15,2,0,0,0,0,0,0,0,NA,NA,"- Students and instructors hiking a trail; some students talking to instructor about non-STEM related things (tips for hiking, The Hobbit, triatholons)
- instructor discussing with a few students she is walking with (not the whole group) how the land look",
10,Providence -  RWP Zoo,7/15/15,3,0,0,0,0,0,0,0,NA,NA,"- students hiking trail
- some students (not whole group) discussing with instructor ocean names, different bodies of water, dehydration, spiders they saw on the trail
- some students discussing non-STEM related things with instructors (S.O.S., a bag left",
10,Providence -  RWP Zoo,7/15/15,4,0,0,0,0,0,0,0,NA,NA,"- class at a zoo, looking at a deer making non-STEM observations about it (""it's so cute"")
- class continues on hike; some students point out a chipmunk; instructor makes conversation with some students about non-STEM reasons she likes squirrels
- bathroo",
10,Providence -  RWP Zoo,7/16/15,1,0,0,0,0,0,0,0,NA,NA,"- students in classroom; getting in groups
- instructors tell students they will do a review and reflection of the previous field trip; instructor tells students they received stickers from the field trip (all students earned one for the trip, a few earne",
10,Providence -  RWP Zoo,7/16/15,2,0,0,0,0,0,0,0,NA,NA,"- students working on something on groups, both instructors leave the room (cannot hear or see students and what they are doing) 
- instructor tells students they will be doing a ""cougar hunt"" (the students are all cougars, describes what cougars do to se",
10,Providence -  RWP Zoo,7/16/15,3,0,0,1,1,1,1,3,NA,"-the students are sorting small cups by the letters on them (the purpose is unclear)
-the teacher models a table that the students will do on their own paper to figure out the amount of food they've captured (communicate)
----The students are writing the ","- students in classroom; instructor asks student to hand out pieces of paper; says students will differentiate between cups (cups seem to have letters written on the bottom of them) 
-students organizing cups by letters (the cups represent prey they 'capt",
10,Providence -  RWP Zoo,7/16/15,4,0,0,0,0,0,0,0,NA,NA,"- students logging in on computers in the classroom to watch a video im groups
- video does not work, so they switch to working on their ""projects"" on the computers
- instructor does quick game with them to get them to stand up and get some energy out in ",
10,Providence -  RWP Zoo,7/22/15,1,0,0,0,0,0,0,0,NA,NA,"- students seem to be in a park; instructors say they will go play a game 
- students and instructors talking about non-STEM things as they walk to their next ""station"" to play the ice breaker 
- instructor sets up boundaries for outdoor game (hide-and-se",
10,Providence -  RWP Zoo,7/22/15,2,0,0,0,0,0,0,0,NA,"-The students are at a lake with a small beach
-they are meant to be observing the water to compare between where they were Monday and where they will be going tomorrow (but I think mostly they're just playing in the water which is maybe why they didn't c",NA,
10,Providence -  RWP Zoo,7/22/15,3,0,0,0,0,0,0,0,NA,#NAME?,NA,
10,Providence -  RWP Zoo,7/22/15,4,0,0,1,0,0,1,1,NA,"-now students are in another area of water (no beach this time) and are trying to find animals with small nets (frogs, bugs) (observing)
-this clip was coded as generating data, so the person coding must have been thinking about whatever specimen they gat","- students scooping the pond water with nets to ""see what they can find""
- students looking through leaves they found for organisms (generating) 
- instructor asking if the water is dirty and what makes it dirty; students say the animals make it dirty but",
10,Providence -  RWP Zoo,7/23/15,1,0,0,0,1,0,1,1,NA,"-the students are playing a game outside for the first minute, then move back inside
-they spend a lot of time walking back to the classroom
-they go over the agenda for the day, I'm not sure why this clip is coded as generating data?","- students outside; they seem to be playing a game 
- students clean up and head inside
- instructor goes over agenda with students
- students do survey
- did not see any work with modeling",
10,Providence -  RWP Zoo,7/23/15,2,1,0,0,1,0,1,2,NA,"-the students are working to build a bridge as teams given specific materials (only paper and a little bit of tape)
-teacher: ""does that work?""
student: ""maybe, it's all about experimenting"" (1:30)
-one group of students is upset because they spent a lot ","- students in classroom; seem to be in groups making bridges out of boxes, paper, tape (modeling)
- ""you're just trying to make paper stronger""
- instructor tells students it needs to be able to hold scissors, a book
- instructors walking around testing t",
10,Providence -  RWP Zoo,7/23/15,3,0,0,0,0,0,0,0,NA,#NAME?,NA,
10,Providence -  RWP Zoo,7/23/15,4,0,0,0,0,0,0,0,NA,"-the students are working on their final projects (build a sanctuary for ""their animal,"" design a poster campaign to save an endagered animal, film a commercial for their campaign, OR they can design a product that may help their endangered animal
-they w",NA,
10,Providence -  RWP Zoo,7/28/15,1,0,0,0,0,0,0,0,NA,"-this clip is towards the beginning of the day so the students are in the gymnasium playing a game (the rules weren't on film so I'm not sure how the game works, but it seems pretty clear it's not related to their academic topics)
",NA,
10,Providence -  RWP Zoo,7/28/15,2,0,0,0,0,0,0,0,NA,"-the students are watching a video and mostly seem to be engaged (but it is a Robin Williams film, so it's unclear how it relates to their topics: I think it's Jumanji?)
-clip sounds fuzzy at one point (not sure if it's my headphones or the actual video
",NA,
10,Providence -  RWP Zoo,7/28/15,3,0,1,0,0,1,1,2,NA,"-the students finish watching Jumanji and head back to their regular classroom
-the teachers are passing out a certain number of something to each student (not sure what it is, but seems to be part of a merit system:stickers?)
-the students are continuing","- students watch the end of Jumani
- class walks to another classroom 
- instructor hands out stickers (seems to be a rewards system)
- students get into groups of 2 to work on their project
- instructor handing on poster projects in progress on different",
10,Providence -  RWP Zoo,7/28/15,4,1,1,0,0,1,1,3,NA,"-students continue working on their projects
-AGAIN this video is coded for observing and communicating (like the previous clip) but doesn't seem to be any different than the 4th signal on 7/23
-this clip is also coded for asking questions, but I am not s",#NAME?,
10,Providence -  RWP Zoo,7/29/15,1,1,0,0,0,1,1,2,NA,"-the students are getting ready to meet some animals in the classroom
-the first animal is a rabbit (which is actually pretty large!)
-the person that brought the rabbit in asked the students what they noticed about the rabbit (observing)
-the students ar","- students on a field trip
- students in a circle, getting ready to hold animals 
- Instructor shows students a rabbit; students ask questions and instructor tells them about the rabbit's characteristics (fur, diet, habitat); instructor asks them question",
10,Providence -  RWP Zoo,7/29/15,2,1,1,0,1,1,1,4,NA,"-now the students are making a puzzle for dispensing treats (a home made version of that toy you put dog treats in and then the dog has to figure out how to get htem out)
-then they bring another animal out (and it's an armadillo!)
-they continue to ask q","- students making something out of newspaper and spices (seem to be used as toys for the armadillo)
- instructor giving students directions on how to touch the armadillo she will bring out
- instructor answers students' questions about the armadillo and t",
10,Providence -  RWP Zoo,7/29/15,3,1,0,0,0,0,1,1,NA,"-in this video students are in an actual zoo (I don't think this is their first time in the zoo)
-as the group walks through the zoo the students are asking questions about some of the animals featured in the zoo (and seem particularly interested in the a","- class walking through what seems to be a zoo; instructor talking to some students and answering their questions about animals
- students get food to feed the goats
- instructor asks the students if there is anything specific they want to see at the zoo
",
10,Providence -  RWP Zoo,7/29/15,4,1,1,1,0,0,1,3,NA,(video missing),#NAME?,
6,Providence - Biomes,7/13/15,1,1,0,1,0,1,1,3,"- Walking out to the water (bay?)
- Making observations about a bird they see (teacher is excited and fully engaged in converstations with her students)
- Teacher takes stinky dead animal (Horseshoe ray) out of plastic bag
- Student: there's a shoe in the",NA,"- instructor walking with students along a path besides the ocean and carrying buckets and backpacks, students and instructor discussing what they will be doing (""we're going to be flipping rocks today!""), pointing out things they see
- instructor tells s",
6,Providence - Biomes,7/13/15,2,1,1,0,0,1,1,3,"- In small group by the water Teacher talks about tides.... using dance (as a model of sun, moon, earth and tides) to show how they work Model
- They are rotating stations it looks like ones talking about horseshoe crabs seeking refuge in this area
- Stud",NA,"- students in two different groups with the two different instructors, one instructor is ""quizzing"" the students on STEM-related information (communicating, done by instructor asking questions and students answering them)
- students switch groups and sit ",
6,Providence - Biomes,7/13/15,3,1,0,0,0,0,1,1,"- At the water, student has a crab pinching his finger... teacher advises student to get a net and tray (explains pinching is a defense mechanism)
- 3 students in waders with net walking towards the shore
- teacher asks students participation immediately
",NA,"- students on shore, instructor helps student get a crab off of him, students looking through rocks and in water with nets (seem to be trying to catch organisms and putting them in buckets)
- students catch several crabs and instructors help them put the ",
6,Providence - Biomes,7/13/15,4,1,0,0,0,0,1,1,"- Students and teachers are gathering materials(looks like they are packing up)
- teacher is instructing a student on how to be gentle with the animal... to ensure they are listening he asks for 3 concrete ways to handle animals with care
- One student fo",NA,"- students sitting outside in a group talking about non-STEM related things
- some students handling fish from one bucket to another, instructor asks students to watch so they can see how gently they are handling the fish, asks a student to observe 3 thin",
6,Providence - Biomes,7/14/15,1,1,1,1,1,0,1,4,#NAME?,NA,#NAME?,
6,Providence - Biomes,7/14/15,2,0,0,0,0,0,0,0,NA,NA,"- students watching a video of a man telling his story about being out on a boat and crashing, man describes his journey going down the river in a kayak and how it didn't go as planned (the speech seems to be about overcoming obstacles to be successful, b",
6,Providence - Biomes,7/14/15,3,1,0,0,0,0,1,1,"- Playing kickball in the gym
- Camp Cup Points 3rd place (competition with other camp programs)
- There is no science realted activities this should be coded as 0",NA,"- students playing kickball in the gym
- instructor announces the ""camp cup points"", tells the students they are in third place in terms of points (seem to be competing with the other programs?)
- students continue playing kickball
- students take survey
",
6,Providence - Biomes,7/14/15,4,1,1,1,1,1,1,5,"- Students make hypotheses, on what will happen when toxic chemicals are involved in a water flow Asking/defining
- Students are using a small scale model to display the effects on a larger scale
- Students build the mini model and add chemicals and water",NA,"- instructor tells students they are going to pretend the water they are using is toxic chemicals
- instructor tells students to hypothesize what will happen to their water flows when they put the chemicals in, students divide into groups (asking)
- stude",
6,Providence - Biomes,7/20/15,1,NA,NA,NA,NA,NA,0,0,No video,NA,NO VIDEO,
6,Providence - Biomes,7/20/15,2,1,1,0,0,0,1,2,"- Looks like they are on a feild trip at an aquarium... touching anim als in shallow petting ponds
- Teacher explains why fish follows shark (protection, and left over food)
- Students make observations through touching and watching the animals interact o",NA,"- Students at (what seems to be) and aquariam, instructor showing the students how to touch the sharks in the tank in front of them
- students ask instructor a STEM-related question about a fish they see, instructor asks them if they want to see the fish ",
6,Providence - Biomes,7/20/15,3,NA,NA,NA,NA,NA,NA,NA,#NAME?,NA,"- students seem to be disecting an shark, instructor doing it with them (modeling)
- students making comments about what they are seeing (blood, different organisms) (observing)
- instructor tells students the name of the different organs they are touchin",
6,Providence - Biomes,7/20/15,4,1,1,1,1,1,1,5,No video (there are two Signal 3's... I coded the first one),NA,THERE IS NO VIDEO LABELED FOR SIGNAL 4,
6,Providence - Biomes,7/21/15,1,1,1,1,0,0,1,3,"- Reporting scientific findings/instructions, using simple vocab
- Difference in repeating vs. understanding directions (teacher makes observations with eyes)
- ""wait what"" discussion from teacher to students on what they are doing wrong and why it is imp",NA,"- One student is saying a non-STEM related sentence (seems to be instructions for a game), and instructor is asking other students to reiterate what the first student said (seems to be using this time to help students with their listening skills, instruct",
6,Providence - Biomes,7/21/15,2,1,0,1,1,1,1,4,"- Outside in a circle with a few students in the middle (one's the target one's the protector maybe?)
- Non STEM This should be coded as a 0",NA,#NAME?,
6,Providence - Biomes,7/21/15,3,NA,NA,NA,NA,NA,NA,NA,"- Students are watching a movie about a reef I think... I can't hear anything Video does not have sound
- Coasta Rica and Shark Finning- the movie may be about this
- Should be coded as 0
",NA,"- students watching a movie (seems to be about people out on the ocean, maybe scientists, video then shows protests, goes back to the people on the boat, shows fish in the water, video has text about sharks dying because of people killing them)
- I can't ",
6,Providence - Biomes,7/21/15,4,0,1,0,0,0,1,1,#NAME?,NA,NO VIDEO LABELED FOR SIGNAL 4,
6,Providence - Biomes,7/27/15,1,1,1,1,1,1,1,5,"- Students are explained hoe to play a predator prey game with momma and baby octopus... has to do with sensing danger (mom-> baby)
- Students head to hallway... 
- Teacher does anyone know how long an octopus lives for? - 1year (Mom will lay eggs and won",NA,"- instructor describing a game to the students (seems to be revolving around animals), asks if students have any questions
- students walk outside in the hall with the instructors to set up the game 
- instructor describes the short life-span of a female ",
6,Providence - Biomes,7/27/15,2,1,0,0,0,1,1,2,"- Back at the aquarium holding specimens and making observations
- how do you know if it's a girl?, is it poisonous?, what is the white thing?, asking
- Teacher asks a theoretical question students come up with answer based off of observations and prior k",NA,"- students on a field trip, students touching a starfish the instructor is holding
- some students holding a sea urchin, other students looking around at other organisms in the tanks
- students looking a the organisms and asking questions about what they ",
6,Providence - Biomes,7/27/15,3,0,0,1,1,1,1,3,No video,NA,NO VIDEO LABELED FOR SIGNAL 3,
6,Providence - Biomes,7/27/15,4,0,1,0,0,0,1,1,"- Heading out of the aquarium (public has now come in)
- Got on the bus, headed back
- Had a discussion about something they did that was tough and they overcame it Interpreting, communicating findings
Did not code for observations b/c they are on a bus j",NA,"- Students on a field trip at the aquarium again
- students looking around at the fish (observing), instructors trying to gether the students up to get in the bus
- class is on the bus
- instructor tells students they will do a ""reflection"" while on the b",
6,Providence - Biomes,7/28/15,1,1,0,1,0,1,1,3,"- Teacher is scolding students again... he doesnt even the know the students' name
- His body lanuage is assertive hands on hips, loud drawn out voice
- watching a video on how to drawn a fibinochi (spelling) spiral
- Students are observing how a spiral i",NA,#NAME?,
6,Providence - Biomes,7/28/15,2,1,0,1,0,1,1,3,"- In small groups the teacher explains the purpose of the spiral data modeling
- The one grumpy teacher walks away and says to other teacher ""I need to take a lap I'm going to fucking losing my mind""
- Students are working on their projects interpret and ",NA,"- instructor working with a few students to help them draw a fibonacci spiral as part of their final project 
- instructor says students can do their project on pretty much anything (tanks, the aquariums, sharks, oceans, etc.)
- students working in groups",
6,Providence - Biomes,7/28/15,3,0,1,1,0,1,1,3,"- students are working on their spiral model
- Student working on writing and teacher is correcting English for her, interpreting, communicating
-I don't believe the students are generating data at this point, they are synthesizing the datat they already ",NA,#NAME?,
6,Providence - Biomes,7/28/15,4,0,0,1,1,1,1,3,"- students are working on their spiral model
- Students are communicating findings through making their projects
 -I don't believe the students are generating data at this point, they are synthesizing the data they already have collected
- Students are pr",NA,#NAME?,
8,Providence - Crazy Machines,7/13/15,1,0,0,0,0,0,0,0,NA,"-class is sitting in a circle and are playing a game called Chief (just for team building, is not related to their learning)
-the signal was given within the first minute (0:58)
-a student came in late and the teacher asked another student to explain the ",#NAME?,
8,Providence - Crazy Machines,7/13/15,2,0,0,1,0,1,1,2,#NAME?,"-students are discussing how ramps might be helpful in getting a block up 
-then they move on to graphing ""incline plane experiment number 1"" in groups, which was an experiment they must have done previously (data modeling)
-they take the survey in the mi","- instuctor talking about ramps; asking students what ramp made a previous task easier
- instructor asking student to hand out materials to graph data about a ramp
- instructor asks students what they would do as an engineer to sell the ramp (talking abou",
8,Providence - Crazy Machines,7/13/15,3,1,0,1,1,1,1,4,#NAME?,"-no sound for the first 10 seconds of the video??
-students are looking at two blocks of wood held together by two rubber bands and are trying to pull it apart with their hands
----they will later use a tool to split them, so the teacher wanted them to us","- students in a circle with instructor with several wooden geometric shapes 
- instructor says she will give them several options to make a wedge
- asks the students which geometric shapes might bew most successful and and which ones they want to try (ask",
8,Providence - Crazy Machines,7/13/15,4,1,0,1,1,1,1,4,"- Making observations about the stength of the wooden block Code: Observe
- While using a wedge students ask questions Code: Asking
- Each student gets a turn hammering the wedge
- Students and teacher discuss which wedge was easiest to use when splitting","-the teacher is creating a narrative for why they want to break apart the blocks (I think it's the same activity with a different group)
----they are trying to pull the blocks apart with their hands first
----they are deciding which wedges to use to try t","- Instructor creating a story to explain why they would want to split apart something (come across material with a crack in it and there's diamond's in the middle); asks question: how do we get the diamonds? (asking)
- instructor tells students they need ",
8,Providence - Crazy Machines,7/14/15,1,NA,NA,NA,NA,NA,0,0,NA,#NAME?,"- students watching a clip on a field trip about Rhode Island recycling, the different machines used to make recycling possible
- students take survey
- instructor tells students they will go upstairs to see ""recylcing in action"" including the sorters pul",
8,Providence - Crazy Machines,7/14/15,2,0,0,0,0,0,0,0,NA,NA,"- students waiting to get on the bus
- instructor asks student if he recycles
- students asking about the number of trucks they use, and instructor asks two students about the weight of the truck and how it gets up the inclines plane
- instructor talking ",
8,Providence - Crazy Machines,7/14/15,3,0,0,0,0,0,0,0,NA,NA,"- students on bus
- instructor discussing what they saw with the students; giving students candy for getting correct answers (i.e. what types of machines did we see today and in what process it was used? Name a container you can recylce? What type of card",
8,Providence - Crazy Machines,7/14/15,4,NA,NA,NA,NA,NA,0,0,NA,"-they are going around and greeting each other (high fiving each other) and making sure to say names because the teacher thinks it is important for them to all know each others' names and build a community
----the students look embarrassed to be doing thi","- students in a circle in the classroom; instructor tells students they will do their ""morning greeting"" because they missed it in the morning (students go around in a circle and give each other a high-five and say ""good afternoon *name*)
- students take ",
8,Providence - Crazy Machines,7/20/15,1,0,0,0,0,0,0,0,NA,NA,"- students and instructors in a circle playing a game not STEM-related 'two truths and a lie""",
8,Providence - Crazy Machines,7/20/15,2,NA,NA,NA,NA,NA,0,0,NA,"-the students are building catapults individually (communicating findings because they are building a model)
-the video blacks out for a pretty significant amount of time (1:00-1:20) but there is still audio
-they continue building their catapults through","- students in groups using instruction to build their own individual catapults using milk cartons, spoons, tape, rubberbands (students adding their own variations) (modeling)
- students take survey
- instructors walking around offering help to students wi",
8,Providence - Crazy Machines,7/20/15,3,0,0,0,0,0,0,0,NA,"-the students are in the hallway testing their catapults (but they are not writing any data)
----they are waiting to pelt someone with their catapults
----the man they surprised was unimpressed with their flimsy balls but some of the students threw their ",NA,
8,Providence - Crazy Machines,7/20/15,4,1,1,1,1,1,1,5,#NAME?,"-students are building something (what are they building??)
----teacher is asking students to think about how the ""effort"" increases as the ""load"" increases
-there seems to be more than one thing going on right now
----students are given the option to wor","- students creating several machines in groups (some making levers, some working on thier catapults, some making towers?) (modeling)
- instructor explaining a lever to a group of students; poses question ""how would you get it to balance? What does your ef",
8,Providence - Crazy Machines,7/21/15,1,0,0,0,0,0,0,0,NA,#NAME?,NA,
8,Providence - Crazy Machines,7/21/15,2,1,0,0,0,1,1,2,"- Professional (astronaut?) sharing a presentation on how engineers, and physicist and astronomers work together
- Keeps childrens interest by using words like, blow stuff up, 3 story high gun
- shows children a 3D model (3D printer)
- Shows large Earth m","-the instructor uses a 3D model of a gun they use (I think it's a particle collider?) ""to slam into things"" to talk about what he does (communicating)
----he also brings out a piece of basalt to show the result of the impact
----they also project a tsunam","- students on field trip about engineers in space (spacecrafts, data taken in space, building probes)
- instructor talking to students about what he does for a living relating to the content; students asking questions; students passing around model (not s",
