program_ID,program_name,response_date,signal_number,Asking/Defining Problems,Making Observations,Generate data,data Modeling,"Interpreting, Communicate finding",Any Work With Data,Sum Work With Data,KLS_qual,HM_qual,KMS_qual
4,Robotics (Sociedad - 03_Seg),2015-07-20,2,1,1,1,1,1,1,5,"- Talking about what it takes to make a good leader and how it impacts the job
- Students working with the cars to go from point A to point B... one group trys a bluetooth function
- Students figure out what is different in the program from last time to this time and problem solve on what needs to be added to the code or deleted or altered generate data and data modeling and making observations and asking and defining problems... this was being done as a discussion between partners and teacher interpreting, communicate findings
- Teacher presses students to reason WHY and gives continous encouragement","-the students are trying to solve the problem of how to move the car and are asking questions in order to work together in their group (especially since some students have more experience programming than others)
-the teacher keeps walking around, encouraging groups to persevere and helping them when they get stuck (but he does not give them the answer, only helps them figure it out on their own)
----he tries to get them to think about why they are making certain moves in order to get the correct answers",NA
4,6th Math (Sociedad - 02_Seg),2015-07-22,1,0,0,0,0,0,0,0,NA,"-the teacher is asking the students to think about how businesses make profit on their products (making them think about how the company must have paid less for the pair of shoes than they sell them for)
----while he did not explicitly tell them this is what he is looking for, he wants the students to use the equation they practiced two days ago
----they do not understand that he wants them to use what they learned previously (because he never was straightforward about it) so he tries to talk the students through the process again
-there is a moment where the teacher loses some of his power because a student is writing in her notebook about something else (or passing notes maybe?) and the teacher tries to take it, but she refuses and puts it back in her bag and he cannot do anything about it
-after that the mood of the room shifts and the students start acting up more (they now realize that the teacher cannot really stop them from doing much besides saying their name in a commanding tone) to the point where a student just walks out of the class and even when the teacher goes out to talk to him, he resists going back to the class
----the teacher eventually gets the student to come inside by threatening to call ""Ms. Lisa"" (maybe his mom? maybe a higher authority?)
----it may be significant that the student who keeps acting up is also the student who struggles with the math concepts the most (maybe he is acting up rather than trying and failing)
-the one student continues to mess around while a student tries to work through the problem on the board with the teacher's help 
-the one student is now doing small, annoying things that the teacher has asked him to stop doing just to spite him
----the teacher finally decides to send the student to the cafeteria (presumably the program's form of punishment like the principal's office)
-after this the teacher tries to get back on task but struggles to regain control of the students
",NA
4,6th Math (Sociedad - 02_Seg),2015-07-22,2,0,0,0,0,0,0,0,NA,"-David (the kid who keeps acting up) is back but still doesn't seem to be engaged
-The other kids are even beginning to try to help get David back on task, but he refuses to listen and is defiant (he seems to be trying to figure out how far he can go without serious consequences)
-The teacher asks David why he isn't doing any of the problems and he responds because he cannot do them
-one of the other boys (Gio) starts tenatively pushing back (going for water, coming back, and then asking to go out for water immediately after again)
-student: ""Can't we do something more active?""
-They are meant to figure out whether in each example whether it is a profit or loss
----""How do we know if it's a loss?""
----the teacher decides to answer this question by working through a problem that demonstrates a loss in front of the class
-David actually tells the teacher he needs help (this surprises me, because he keeps trying to annoy the teacher through making small noises or banging on the table)
----""Can I just use a calculator?""
----David tries to leave the room again",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-22,1,0,1,0,0,1,1,2,"- Working with fractions on the white board students are engaged and answering questions and asking questions and responding to whether or not they understand the information making observations, asking/defining problems
","-the students are working on another worksheet and the teacher notes a few people are having trouble on number four so she decides to write it out on the board (observe)
-she asks the students to tell her the answer for each part, and just lays it out in steps so it is easier for them to understand and also asks them to explain their thinking
----they are figuring out how to convert fractions to decimals
-the teacher goes over all the problems they are struggling with
-after she goes through the ones they are struggling with she just starts going through all the problems to make sure they understand the concept",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-22,2,0,0,0,0,1,1,1,NA,"-this signal is almost immediately after the previous one because she is still going over the problems from the same worksheet
-they talk about converting thirds to decimals for the first couple minutes of the video
-they move on to converting decimals to percentages
-not sure why this video is coded for communicating findings as it is pretty much the same as the previous signal clip (the students are still observing her solve these problems)
-the teacher goes through every problem and gives the answer and how to get the answer, but she asks the students if they know first (both the teacher and students seem bored)",NA
4,8th Math (Sociedad - 01_Seg),2015-07-22,1,0,0,0,1,0,1,1,"- Watching a Shark Tank episode where an 11 yr. old is the business owner of ties Mkaing observasions
- Teacher asks students wether or not they would invest in the company based off of what he just said
- talking to students about where to invest their money... and what that meanas Interpreting, communicating findings",NA,"- students watching a clip from shark tank showing a kid who started his own business
- instructor asks, based on what they just heard, would the students choose to invest, reminds students of the profit the kid is making, explains relationship between cost and profit
- asks students what other companies they might invest in, asks student which ""shark"" might have ended up investing with the kid, students watch the rest of the clip to see who invests (modeling)
- one ""shark"" offers a deal with royalties, instructor explains why the kid should or shouldn't take the offer
- students take survey"
4,8th Math (Sociedad - 01_Seg),2015-07-22,2,0,0,0,0,0,0,0,NA,NA,"- instructor and students seem to be still discussing decisions made in shark tank, students give their opinions, instructor explains the history and decisions made for a clothing brand (Fubu)
- instructor asks students to think of something they would create to make someone want to invest $10 million in, students give their ideas
- on student gives an idea the instructor likes, instructor discusses with them how much they would sell it for, what the profit could be, why it's a good idea, what he would need to do to start his idea 
- students take survey
- I thought this was a great example of modeling and communicating"
4,Dance (Sociedad2 - 02_Seg),2015-07-22,1,NA,NA,NA,NA,NA,0,0,NA,MISSING VIDEO?,NA
4,Dance (Sociedad2 - 02_Seg),2015-07-22,2,NA,NA,NA,NA,NA,0,0,NA,MISSING VIDEO?,NA
4,Robotics (Sociedad - 03_Seg),2015-07-22,1,0,0,0,1,1,1,2,"- In the classroom all standing looking at a map (obstacle map for robotic car) on the front table
- Looking at a light sensor... teacher explains how it works
- Teacher walks through a previous example with student (they are fully engaged) ""did this work? No... this is what we're going to try this time""... students ""what about this, this or this"" Interpreting, communicating findings, making observations and asking and defining problems
- They are reasoning through the map and how to make a particular problem work... data modeling
- generating data... trial and error with degrees of rotation etc.","-the students are all gathered around the desk in the front, and the teacher is asking them why a robot may think two colors are the same 
----the teacher's confidence in them pays off because the students realize that it has to do with light reflection on their own
-they will be using the same program as yesterday, but they will be programming the car movements differently (with colors this time)
-some of the students are communicating their ideas about how to solve the issue of not being able to tell the car to ""turn right when it reaches the white box"" because the background of the paper is already white
-they begin generating data as one student starts trying to run the program in front of the class (they can all see what his codes look like in the program) and they test the car to see if it does what it's supposed to and then they all try to solves the problems together with the teacher's guidance",NA
4,Robotics (Sociedad - 03_Seg),2015-07-22,2,0,0,1,1,1,1,3,"- Running programs on the projector as a class to test hypothesis and troubleshoot what is going right and what is going wrong. data modeling generating data
- answering teachers fill in the blank question about what they just observed by reasoning through and answering/defining problems
- Students interpret and communicate findings with their group members to get the car to do what they want
-Students still split into groups... program vs. engineer","-the class is still watching the demonstration at the front with the robot and they talk through problems the robot encounters together (asking)
-once the teacher feels that his students understand the concepts and programs to code their robots he sends them off in their groups to do the assignment themselves (generating)
-the girls robot is missing and the teacher is trying to figure out which group took it (either on purpose or by accident) and all the students he tries to take the robot from are very concerned about him taking their robot
----they all identify the markings on their robot to prove that it was theirs all along (but I'm not sure why it matters what car they have, I thought they all worked the same and the computer programming made it different)
----yes, each group built their own robot but doesn't it essentially turns out the same?
-Teacher: ""Do you know how to measure the light [reflected on the paper]?""
*cannot see, but assume the student nods*
other student: ""No he doesn't!""",NA
4,6th Math (Sociedad - 02_Seg),2015-07-27,1,0,0,1,0,1,1,2,"- Students have coins on their desk.. Role Play: they are accountants-->  talking about savings, 10% of a total generate data
- Students trying to figure out what half of 5 is... whats half of 50 cents? Students struggled Asking/defining problems
- Teacher is helping students individually (some students are getting frusterated with lack of help/attention)
-  Students cannot divide odd numbers
- Teacher takes away a ruler that students were missusing 
- taxes will come later students are just using the net value right now","-the teacher still struggles to maintain control of the classroom (the only thing he can do is give them instructions in a stern tone, and they have realized this so they understand that he only has as much power as they give him)
-the students are studying savings and are using percentages to figure things out (seems like a large jump in concepts from the other day, especially considering some of the students were struggling to understand profit and loss)
-one student complains that the teacher is not paying attention to them when they asked a question (which may be a good thing, that they are seeking help and frustrated when they cannot get any help) but the teacher says he cannot be in more than one place at a time and didn't hear them ask the question
----she needs him to answer the question so she can move on with her work, and is frustrated that he does not come help her right away
-because thes students are working on an assignment individually (the teacher must have already lectured on the material/demonstrated the concept) the teacher just circles the room answering their questions one by one
-David continues to try to be annoying as possible by making noises or being disruptive in general",NA
4,6th Math (Sociedad - 02_Seg),2015-07-27,2,1,0,1,0,1,1,3,"- Students have a set number and are working oon taking percentages away from that total generate data
- Teacher is still helping individual students work through problems... it seems like they are working through a budget
- Students arew not really listening to the teacher some are drawing others just walk away
- when you take out the zeros can you end up with a 2 digit numer? asking/defining problems
- Students may be doing work but are not recording it... some students are not even trying","-the teacher keeps working with students individually whenever they have question, or when he checks in on them and they seem to be struggling
-the teacher tries to motivate his students by reminding them that their parents are going to come in and see the work that they have done
-the students may be generating data through the problems they are working on
-the students are using data sets from national averages (currently looking at the national average of what percentage families give to charity from their income, that being 5%, so they actually may be data modeling since they are using equations to work with the data sets)
-they are definitely asking the teacher a lot of questions in order to help them solve the problems",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-27,1,1,0,1,0,1,1,3,"- Teacher working through percent problems on the board asking for students participation, ex: ""okay how did you do that"" and fill in the blank method interpret, communicate finding
- Students work individually on paper worksheets generate data
- Students ask a teacher a question
- Teacher works through a problem with the teacher one on one on a blank sheet of paper
","-wow, the clip is mainly silence with a view of the clock face for a full two minutes in the beginning
-the teacher is trying to brighten the class by letting them play a game at the end that involves prizes (candy I think)
-she reviews the concepts of decimals to percent and percent to decimal
-she decides that they will do #1 together, so she writes on the board and asks the students how she should proceed to solve the problem
-the two girls in the class segregate themselves to the back of the room
-the teacher makes sure none of the students have questions about how to solve the problems and then lets them start working on the worksheet on their own
-she then goes around and helps groups of students solve the problems they have difficulty with",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-27,2,1,1,1,1,1,1,5,"- Students play an online game as a class split up boys vs. girls... it projects a problem and gives multiple choice answers Interpreting and communicating findings
- Students have to solve the problems generating data","-now the students are playing the game the teacher promised at the beginning (it's an online game that is a quiz about percentages)
----the winner gets candy
----it's boys versus girls, they get a point every time they give the right answer
-they communicate findings when they work together to find the answer and then shout out which is the correct answer
-the students are eager to volunteer for a role (rolling the dice, keeping score)
-one of the girls seems to actually enjoy doing the math now that she has gotten the hang of the concept",NA
4,8th Math (Sociedad - 01_Seg),2015-07-27,1,1,1,0,1,0,1,3,"- Students have created a product and are coming up with values that they will sell it for interpret and communicate findings
- Talking about basketball players and wether or not a student is actually good at playing
- talking about making a profit... just the teacher the students are not involved in the conversation",NA,"- instructor talking to students about non-STEM related topics
- instructor asks students how much they would sell their products for, students give out numbers, discusses with students what people would be willing to buy it for, tells students about supply and demand, students give their inputs on the idea (discussion leads to talking about basketball, not STEM-related) (asking, modeling)
- instructor asks students what profit is and what it means to make a profit, student gives an answer and instructor asks them to dig deeper, asks them leading questions to conclude with ""sale minus cost"" (asking)
- instructor asks student why profit is important , student gives answer using pawn shops as an example, instructor agrees with and expands on student's answer (modeling)
- Did not see any examples of observing"
4,8th Math (Sociedad - 01_Seg),2015-07-27,2,1,1,0,0,0,1,2,"- Talking about sportsclothing stores- what makes them a good store vs. bad store as a consumer Interpreting, communicating finding
- Good vs. bad grocery stores
- Good vs. Bad restaurants",NA,"- students discussing with instructor what makes a store a good or bad store for the consumer
- instructor discussing sneakers and outlets stores in relation to their conversation, asks students to give the good and bad parts of specific stores concernining the consumer (asking)
- instructor discusses what type of stores attract what type of consumers (e.g. if a store has good prices but bad customer service, it wont attract consumers who value customer service) (asking)
- students and instructor discussing what restaurants they like most and why 
- Did not see any examples of observing 
- I might have said that they were communcating, both the instructor and the students"
4,Dance (Sociedad2 - 02_Seg),2015-07-27,1,1,0,1,1,1,1,4,"- ""teach me Tuesday"" where the students teach the teacher something she doesn't know ex: yellow watermellon Interpreting, communicating findings
- They're not dancing today because the students voiced their oppinion last class and the teacher listened today they are doing a numberline generate data
- now using arms and legs and combining arms to make numberlines data modeling","The class is talking about yellow watermelons for some reason 
-they are assigned something called ""teach me tuesdays"" where they all have to present something to the class (they have the choice to work in pairs, individually, or with a group)
-they are not doing dance today because last week the students requested that they do something different
----instead the teacher starts drawing a number line on the board and gives the end points as 0 and 100 and asks them what number would be at particular points on the line (i.e. 0, 25, 50)
----she then has a student come up and uses their arms as a number line and asks the same types of questions
----they continue the activity by using various body parts to create number lines (I guess they are generating data in a way?)
----they are observing the phenomenon through this activity as well
",NA
4,Dance (Sociedad2 - 02_Seg),2015-07-27,2,1,0,1,1,1,1,4,"- Watching a YouTube video of a voice over writtenout explaination on how to write 7/8 as a decimal making observations
- student does a sample problem on the board generate data
- student asks teacher for help","-the students are watching a video about writing fractions as decimals (is this not dance class?)
-this actually looks like it's 7th grade math (same students but different teacher)
-okay so I guess since the students said they did not want to dance, the teacher is having them do math instead
-she's having several students solve the problems ont he board while the other students observe (generating data)
-one student didn't show any work and got the problem wrong, so she uses this as a learning opportunity and gets the entire class to help solve the problem",NA
4,Robotics (Sociedad - 03_Seg),2015-07-27,1,1,0,0,1,1,1,3,"- asks students to turn to page 77 and work on building something data modeling
- student asks teacher a question on how to build/model something asking/defining problems
- generate data working on writing a program on the main projector
- Students describe how they work through a problem interpreting, communicate finding
- Students use touch sensors now in addition to color and light sensors","-the kids are sitting at desks in a sort of circle and they all have computers out (they are working on a problem, but it's unclear what it is)
-there are two students sitting outside the circle doing something else (they're building something)
----okay so some students are building and some students are using a computer program (they might be in groups and doing different tasks for the same project? It invovles touch sensors)
-the teacher kind of guides the students through the coding this time, telling them what to change and what to add
-I'd say they are asking questions to solve the problem and discussing their ideas
-they are using data models to figure out how to code the car to move how they want it to (the sensor will be programmed as a switch aka the car will do something when they're touching the sensor vs not touching it)
-one of the students is trying to work through the problem and thinks they coded it incorrectly so he talks through the issue out loud with the teacher until he understands it",NA
4,Robotics (Sociedad - 03_Seg),2015-07-27,2,1,0,0,1,1,1,3,"- Students are working with pieces on their car and seeing how it affects the cars performance interpreting, communicating findings
- trial snd error students come up with suggestions and try the program and design again making observations generate data and data modeling
- Student ""lets try it against the wall"" ""Was it not connected as well"" asking/defining problems
- Students and teacher work together to make sure the right sensor is activated","-the students are still working on the program with the touch sensors
-it's seriously amazing the difference in behavior from Sir David in the robotics class versus his math class (he clearly has more intrinsic motivation in robotics and respects the teacher more)
-the researchers provided kit kats to the first group who finished the assignment
-the teacher continues to help groups work through their project and lets them know where they have a problem (but makes them figure out how to solve it)
----they are trying to get their ""bumper"" which has another touch sensor to get the car to stop when the ""bumper"" hits something",NA
4,6th Math (Sociedad - 02_Seg),2015-07-29,1,1,0,0,0,0,1,1,"- Do you any of you know what effervecence is?... how many of you have drank coke- teacher
- One student just walked out of the room- I don't think the teacher noticed
- How many of you know what the international space station is?- teacher
- They ran an experiment when a liquid and alkaseltzer are combined in 0 gravity
- watching a video on the experiment (happened about a month ago) student- now were getting some where
- students all ask can i get water, can i wash my hands, can i get water, can i go to the bathroom- teacher ""real fast""
- teacher asks what happens when the two are combined-  students generate answers (aka hypothesis) asking/defining problems
- Passing out cards with professions on them... each student gets assigned a different profession and creats a budget based off of how much income they recieve each year data modeling","-this is towards the beginning of the day, so the teacher is struggling to get them started
-he is trying to motivate them by rewarding good behavior with candy (which seems to be working SLIGHTLY better)
-the teacher prefaces a the video they will be watching by talking about the carbonation in soda and asking them to think about what would happen if they put that in space
----then they are watching a video of an astronaut demonstrate what happens and a few experiments in space (to see if their hypotheses were correct or not)
----the astronaut is putting alka seltzer in water
-the teacher lets one student trade his candy for a different piece and then more of the students want to trade, taking up more time before the video
-the teacher asks the students to decribe what is happening in the video (we cannnot really see what's happening in the video)
-after the video the teacher passes out booklets for the students to work in (they don't do anything further with the video)
----they are assigned roles/occupations, which factors into what they are doing in their booklets aka how much money they ""make"" 
----the teacher (Mr. B) can barely get through the instructions between interruptions (such as ""I need to go to the bathroom,"" ""can I have a pencil?"" etc)
-by the time the researcher signals the students, they have barely even started the booklet",NA
4,6th Math (Sociedad - 02_Seg),2015-07-29,2,0,0,1,1,0,1,2,"- talking about how many is ""a couple"" relates it to eating pizza "" if i say you can have a couple and only give you one will you be okay with that?""
- Working through a budget generating data and data modeling
- Students ask about the percentage for charity and other percentages asking/defining problems
-teacher individually helps a student work through a problem
- once they are done they go to a station such as ""clothing""
- Students will recieve candy if they behave and are good in class","-the students are still working on the booklet activity and are now gathered around Mr. B so he can help them 
----I think they are budgeting based on the ""income"" they were assigned and have to figure out how much to spend on housing, food, clothing, etc then whatever they have leftover is put in savings
-one of the girls is bragging about how she asked for extra homework and got extra credit
-it seems like some of the students can do the math, but are not so good at following instructions in order to fill out the chart in their booklet
-at one point, Mr. B is trying to explain to David how to solve the problems in his booklet, but David clearly isn't paying much attention, so it has become more of Mr. B just doing the work for him
-they choose items (such as clothing and housing) from actual slips of paper in designated piles around the room
-David asks if he can have more candy since he was being good and doing their work and the other kids act shocked that he was being good
----the other kids then begin asking if they can have candy if they do their work (so actually the candy is kind of working for Mr. B)
----however, even though they are behaving better than previously, they still are having difficultly staying on task",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-29,1,0,0,0,0,0,0,0,NA,"-they are going over the answers for a worksheet they have already done (to make sure they all did it correctly)
-a student volunteers to write on the board
-they go over the concept of improper fractions versus mixed numbers
----the students seem to understand this concept pretty well already
-the teacher asks the students if they know why she is making them learn these concepts (fraction and decimal conversion) and the students sort of say with a sigh, ""because we'll need to use them in real life""",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-07-29,2,0,0,0,0,0,0,0,NA,"-they are playing another online game (red versus blue team aka boys versus girls)
-they are playing a math version of jeopardy, solidifying the percentage, fraction, and decimal conversations they have been learning)
-the ladies win
-then they start a new game where they have to put all the numbers that are equal into groups (i.e. 1/2, 0.5, 50%)
-the students work together to beat each level (they're getting pretty good at this math concept)",NA
4,8th Math (Sociedad - 01_Seg),2015-07-29,1,0,0,0,0,0,0,0,"- Students are coming up a list where we get our products from... students reason through why generate data - Branding ""Jordans"" - Watch a video on the manufacturing of Nike making observations -Students began to discuss observations made in the video interpreting, communicating findings",NA,"- students seem to be discussing their business ideas 
- class making a list of places and brands they buy from, and what they buy from each and pricing
- instructor and students discussing products and what makes people willing to pay for it 
- class watches a video on the manufacturing of Jordans, instructor stops video periodically and asks students questions about what they just saw 
- I would have said they were communicating ideas about business they had previously learned"
4,8th Math (Sociedad - 01_Seg),2015-07-29,2,0,0,0,0,0,0,0,"- Watching a video on air Jordans observations
- Jordan himself is a brand students watch an interview with him and Nike CEO
- Discussion on the observations interpreting, communicating findings",NA,NA
4,Dance (Sociedad2 - 02_Seg),2015-07-29,1,0,0,0,0,0,0,0,NA,"-the students are back to doing dance (apparently they decided doing math instead was not as fun)
-they are just stretching in the beginning
-the class has seemed to have developed a routine at this point (the teacher can just announce what is next like, ""skill building"" and ask what is next and the students respond with one of their skills)
-one student demonstrates her shoulder roll (she is excited that she has improved) 
-eventually they start trying to do a ""balancing"" activity where they use their joint weights to balance in acrobatics 
-finally, they do a human pyramid (it's becoming pretty clear the main purpose of this program is to just give the students a break from sitting around in a classroom and get them moving
----one of the boys volunteers to be on top of the pyramid while all the girls who are part of the pyramid scream in protest (it turns out fine though)",NA
4,Dance (Sociedad2 - 02_Seg),2015-07-29,2,0,0,0,0,0,0,0,NA,"-now the students are in the main classroom again, working on their projects (not sure what the project is)
----I think they are making up their own dances in groups?
----then they are asked to present the dance to the rest of the class (the dances are pretty silly, but it looks fun)",NA
4,Robotics (Sociedad - 03_Seg),2015-07-29,1,0,0,0,0,0,0,0,NA,"-the teacher is trying to show them an episode of Fullmetal Alchemist (an anime cartoon because they have a character that is a robot and they talk about science in the show)
----I guess they're going on a field trip tomorrow and it's their tradition so far to watch an episode of this show the day before 
-the teacher is having the students explain the plot and how it connects to what they're learning (I think in order to sort of explain himself/his methods to the researchers)
----the researchers cut out the footage of the episode 
----after the show the teacher tries to debrief and asks the students what it taught them
----they're thinking about how important technology is in the world but also how to use it for good and to remember humanity (then they have a discussion on how technology impacts our humanity)",NA
4,Robotics (Sociedad - 03_Seg),2015-07-29,2,1,0,1,1,1,1,4,"- Students and teacher work on building the robotic car in a new way and what the new cars functions will do data modeling
- Students observe directions on how to build a car (directions)
- When the student is working with a student one on one the student comes up with ways or possible solutions to fix a problem asking/defining problems
- teacher ""can't should never be in your vocabulary it should be replaced with I'm not understanding how to do this""","-the students are adding a visual sensor to their robots
-the teacher is helping one student with his robot, while the other groups work on their own
-they are asking each other questions in order to figure out how to get the robot to do what they want it to 
-the students are generating data through trial and error as they run their code multiple times and make changes to it in order to solve the problem",NA
4,6th Math (Sociedad - 02_Seg),2015-08-03,1,1,1,1,0,0,1,3,"- students are working through a real life sdtory problem that deals with figuring out how much eqach egg was sold for individually if they know the grand total. Generating data
- The students are extremely distracted and are not paying attention to the teacher... keep asking to wash hands and touch hair and talking amoungsdt one another
- Students are sitting in desks weatching the teacher solve a problem on the board Making observations
- Students now watch a video interview on a football player discussing his passion for both football and mathematics and why both are great in their own unique ways
","-there is something projected on the white board that Mr. B is talking about (they say something about cost)
----they are talking through a word problem with selling price and cost
-the students are contributing but David is being a distraction again 
----other students begin pointing out David's bad behavior, stalling the class because Mr. B cannot get a word in
----Mr. B gives him a few pencils to sharpen as a disctraction
-Mr. B takes a stand and makes a student moves seats for talking despite her and her classmates' protests
----she even tries to see if she can sit other than the one he picked, but he remains firm (gaining some of his power back)
----the students are a little quieter during the lesson now, but don't seem to be paying much attention
-Mr. B plays a video of a professional football player talking about how he is also a mathmetician and how the two work together (I think this is meant to inspire some of the kids and make the content more relatable)
-one student at the front of the class (the girl that had to move) is blatantly reading her own book instead of paying attention to the video (Mr. B does nothing about it)
-the video was supposed to connect to their word problems and the football player was saying that math helps him think about problem solving in general",NA
4,6th Math (Sociedad - 02_Seg),2015-08-03,2,1,1,1,0,0,1,3,"- A student works througha problem on the white board 
- Student ""can you just give us the answer?"" teacher ""yes, but I have to show you how first""
- Asks a student to move and he refuses so teacher goes with it, another girl complains ""how come I had to move and he does'nt? 
- Working through a cost price question on the white board as a class.. it is mostly just the teacher Generate data 
","-one student is working on a problem on the white board (as in she is writing on the board) but doesn't seem to be talking to the rest of the class, she seems to be donig it by herself
----maybe the class is meant to be paying attention but are just not engaged at the moment
-they're finding the price the seller paid for a car if they sold it at a loss but the concept is too difficult for the students with the numbers so Mr. B starts trying to get them to think about the concepts with easier numbers (""If I bought it for $1 and sold if for $100 then did I make money or lose it?"")
----then the students understand the concept but still cannot apply it to the problem
----the girl working on the board attempts it but still does not get the correct answer, so Mr. B decides to model the problem for them
-Gio is asked to move seats and he is pissed because he feels that he was not doing anything wrong (Mr. B makes him move anyway) 
-the teacher has started to just ignore David more (and the other students have noticed, and sometimes point out that David isn't really working when they don't want to work either)",NA
4,8th Math (Sociedad - 01_Seg),2015-08-03,1,0,0,1,0,0,1,1,"- As a society we look at personal happiness over practicallity... children living in poverty as a comparison
- Brainstorming final projects.. coming up with 2-3 ideas on post it note paper generate data",NA,"- instructor talking about splurging as consumers 
- instructor talking about maximizign profit as a business, talking about the ""ugliness"" of certain businesses (pollution, sweat shops, etc.), talks about the selfish choices we make as consumers
- instructor tells students they will work on a project - they have to pick a company and using math find out the different components of the business and present to the class
- students discuss with each other what they might want to do their project on, instructor divides them into groups
- instructor gives groups large pieces of paper to brainstorm with
- students take surveys
- Did not see any examples of generating
- I may have said they were communicating"
4,8th Math (Sociedad - 01_Seg),2015-08-03,2,0,1,1,0,1,1,3,"- Brainstorming companies they want to look into further generate data
- Students share their ideas on what compny owns what brands Interpret, communicate finding
- Shows how to investigate companies on the web... they only show you the good side of the company make observations",NA,"- students coming up with ideas for their final project, instructor walking around giving them encouragment, helping students think of ideas (generating)
- while students are working, instructor describing how some businesses own multiple franchises 
- instructor pulls up a website for a franchise, tells students thats the first step to working on their project, describes where to find the numbers they need, talks about what a company's website will tell you (good characteristics vs. bad), encourgaes students to look further into a company using other websites (modeling, observing)
- students take survey"
4,Dance (Sociedad2 - 02_Seg),2015-08-03,1,0,0,0,0,0,0,0,"- Looking at a chart of Zodiac signs and figuring out which one the students are
- drawing zodiac signs on graph paper
- Googling what Virgo is/symbol
- they arrange themselves into a circle based off of what their zodiac symbol is... this is set up to play musical chairs",NA,NA
4,Dance (Sociedad2 - 02_Seg),2015-08-03,2,0,0,0,0,0,0,0,"- looks like they are stretching
- they did push ups, hand stands, splits and other skill building activities
- Each student is making up their own individual dance based off of their zodiac sign and then they will combine all of them into one  dance when they come together",NA,NA
4,Robotics (Sociedad - 03_Seg),2015-08-03,1,0,0,0,1,1,1,2,"- Students getting their robotic cars and laptops back from last week
- Students observe different types of robots they can build a spider a snake a walking one, one that has arms and can pick things up etc. replicate and model the design","-first they distribute materials to all the groups and find their robots
-then the teacher projects some 3D designs of robots on the screen and tells the students that he thinks that they can take these designs and modify them to do what the students need them to do
----they have five options of what to ""build"" for their company
----the teacher talks about how he used one of these to play with his cat and then said, ""What's the matter? Thugs can't have cats?"" and the students loved it
-they just have to select one of the designs and use the build instructions to make the robot and the teacher said they'd decide the purpose of their robot later",NA
4,Robotics (Sociedad - 03_Seg),2015-08-03,2,0,0,1,1,1,1,3,"- Piecing a new robot together based off of the design the team chose off of the LEGO website data modeling, making observations
- student: ""how can it see"" Asking/defining problems
- Students working on keeping their ares organized
- Students try to find pieces they need to build their model","-the students are all working in their groups on the robot they choose to design 
-not sure I agree that they're generating data? (they aren't writing codes at this point, just building the physical robot based on instructions)
-the teacher goes around helping them find pieces they need and helping them think through the designs",NA
4,6th Math (Sociedad - 02_Seg),2015-08-05,1,1,0,0,0,1,1,2,NA,"-David does sort of participate, but in an annoying way (he interrupts and shouts out random numbers or makes an attempt at the answer but in a disruptive way)
-one student puts her hand on top of Mr. B's head (which was weird, but I guess it shows that they are comfortable with him? maybe too comfortable)
-someone brought in more candy (to motivate the students)
-they are going to watch a clip (that sort of relates, but I think it's mostly to give the students a short break from math)
----it is a video made in 1970 that is supposed to be a portrayal of what life would be like now, but they have commercial ""flights"" that go into space
-Mr. B tries to start a conversation from the clip about what the students think life will be like in 20 or 30 years. He meant more in general but some kids took it in a personal sense
----David says that he is wasting away in education because he wants to get a good job as a tow truck driver",NA
4,6th Math (Sociedad - 02_Seg),2015-08-05,2,0,0,0,0,1,1,1,"- Teacher writes problems on the board and asks students to solve them on individual pieces of paper
- a student goes up to the board to solve a profit vs. loss problem
- teacher aska students questions and they respond with their answers
-generate data, ask/define problems
","-the teacher wrote out a problem on a large sheet of paper that he stuck to the board and is trying to get the students to talk through the problem with him
-then after talking through it for a few minutes, helping them set up the problem, Mr. B asks the students to solve the problem and do the calculations on their own papers (generating data)
-a student complains about a headache and Mr. B says that it's proven that solving math cures headaches (the students disagree and he says, ""if you get the answer right it works"")
-she keeps complaining about her headache and doesn't want to do the problem on her paper so Mr. B has her come do it on the board at the front of the room instead",NA
4,7th Math (Sociedad 2 - 01_Seg),2015-08-05,1,0,0,0,0,0,0,0,"- playing a game online as a class... buying groceries looking at the total cost, how money is spent (home improvments/fixes, college, child's feild trip, paying bills) and how to budget
- Students come up with a concensus to decide on the answer they want to chose
- generate data, interpret, communicate data calculating costs
- data modeling- showing how math is applicable in real life
- the computer game shows statisics for the US population",NA,NA
4,7th Math (Sociedad 2 - 01_Seg),2015-08-05,2,0,0,0,0,0,0,0,"- Playing a game online looks like Jeopardy boys vs. girls
-  they have to solve math problems generating data, interpret, communicate data",NA,NA
