program_ID,program_name,response_date,signal_number,Asking,Observe,Generate,Model,Communicate,Any Work With Data,Sum Work With Data,Qualitative Coding,Initials,Josh notes
4,Robotics (Sociedad - 03_Seg),2015-07-22,2,0,0,1,1,1,1,3,"-the class is still watching the demonstration at the front with the robot and they talk through problems the robot encounters together (asking)
-once the teacher feels that his students understand the concepts and programs to code their robots he sends them off in their groups to do the assignment themselves (generating)
-the girls robot is missing and the teacher is trying to figure out which group took it (either on purpose or by accident) and all the students he tries to take the robot from are very concerned about him taking their robot
----they all identify the markings on their robot to prove that it was theirs all along (but I'm not sure why it matters what car they have, I thought they all worked the same and the computer programming made it different)
----yes, each group built their own robot but doesn't it essentially turns out the same?
-Teacher: ""Do you know how to measure the light [reflected on the paper]?""
*cannot see, but assume the student nods*
other student: ""No he doesn't!""",HM,
4,6th Math (Sociedad - 02_Seg),2015-07-27,1,0,0,1,0,1,1,2,"-the teacher still struggles to maintain control of the classroom (the only thing he can do is give them instructions in a stern tone, and they have realized this so they understand that he only has as much power as they give him)
-the students are studying savings and are using percentages to figure things out (seems like a large jump in concepts from the other day, especially considering some of the students were struggling to understand profit and loss)
-one student complains that the teacher is not paying attention to them when they asked a question (which may be a good thing, that they are seeking help and frustrated when they cannot get any help) but the teacher says he cannot be in more than one place at a time and didn't hear them ask the question
----she needs him to answer the question so she can move on with her work, and is frustrated that he does not come help her right away
-because thes students are working on an assignment individually (the teacher must have already lectured on the material/demonstrated the concept) the teacher just circles the room answering their questions one by one
-David continues to try to be annoying as possible by making noises or being disruptive in general",HM,
4,6th Math (Sociedad - 02_Seg),2015-07-27,2,1,0,1,0,1,1,3,"-the teacher keeps working with students individually whenever they have question, or when he checks in on them and they seem to be struggling
-the teacher tries to motivate his students by reminding them that their parents are going to come in and see the work that they have done
-the students may be generating data through the problems they are working on
-the students are using data sets from national averages (currently looking at the national average of what percentage families give to charity from their income, that being 5%, so they actually may be data modeling since they are using equations to work with the data sets)
-they are definitely asking the teacher a lot of questions in order to help them solve the problems",HM,
4,7th Math (Sociedad 2 - 01_Seg),2015-07-27,1,1,0,1,0,1,1,3,"-wow, the clip is mainly silence with a view of the clock face for a full two minutes in the beginning
-the teacher is trying to brighten the class by letting them play a game at the end that involves prizes (candy I think)
-she reviews the concepts of decimals to percent and percent to decimal
-she decides that they will do #1 together, so she writes on the board and asks the students how she should proceed to solve the problem
-the two girls in the class segregate themselves to the back of the room
-the teacher makes sure none of the students have questions about how to solve the problems and then lets them start working on the worksheet on their own
-she then goes around and helps groups of students solve the problems they have difficulty with",HM,
4,7th Math (Sociedad 2 - 01_Seg),2015-07-27,2,1,1,1,1,1,1,5,"-now the students are playing the game the teacher promised at the beginning (it's an online game that is a quiz about percentages)
----the winner gets candy
----it's boys versus girls, they get a point every time they give the right answer
-they communicate findings when they work together to find the answer and then shout out which is the correct answer
-the students are eager to volunteer for a role (rolling the dice, keeping score)
-one of the girls seems to actually enjoy doing the math now that she has gotten the hang of the concept",HM,
4,8th Math (Sociedad - 01_Seg),2015-07-27,1,1,1,0,1,0,1,3,,,
4,8th Math (Sociedad - 01_Seg),2015-07-27,2,1,1,0,0,0,1,2,,,
4,Dance (Sociedad2 - 02_Seg),2015-07-27,1,1,0,1,1,1,1,4,"The class is talking about yellow watermelons for some reason 
-they are assigned something called ""teach me tuesdays"" where they all have to present something to the class (they have the choice to work in pairs, individually, or with a group)
-they are not doing dance today because last week the students requested that they do something different
----instead the teacher starts drawing a number line on the board and gives the end points as 0 and 100 and asks them what number would be at particular points on the line (i.e. 0, 25, 50)
----she then has a student come up and uses their arms as a number line and asks the same types of questions
----they continue the activity by using various body parts to create number lines (I guess they are generating data in a way?)
----they are observing the phenomenon through this activity as well
",HM,
4,Dance (Sociedad2 - 02_Seg),2015-07-27,2,1,0,1,1,1,1,4,"-the students are watching a video about writing fractions as decimals (is this not dance class?)
-this actually looks like it's 7th grade math (same students but different teacher)
-okay so I guess since the students said they did not want to dance, the teacher is having them do math instead
-she's having several students solve the problems ont he board while the other students observe (generating data)
-one student didn't show any work and got the problem wrong, so she uses this as a learning opportunity and gets the entire class to help solve the problem",HM,
4,Robotics (Sociedad - 03_Seg),2015-07-27,1,1,0,0,1,1,1,3,"-the kids are sitting at desks in a sort of circle and they all have computers out (they are working on a problem, but it's unclear what it is)
-there are two students sitting outside the circle doing something else (they're building something)
----okay so some students are building and some students are using a computer program (they might be in groups and doing different tasks for the same project? It invovles touch sensors)
-the teacher kind of guides the students through the coding this time, telling them what to change and what to add
-I'd say they are asking questions to solve the problem and discussing their ideas
-they are using data models to figure out how to code the car to move how they want it to (the sensor will be programmed as a switch aka the car will do something when they're touching the sensor vs not touching it)
-one of the students is trying to work through the problem and thinks they coded it incorrectly so he talks through the issue out loud with the teacher until he understands it",HM,
4,Robotics (Sociedad - 03_Seg),2015-07-27,2,1,0,0,1,1,1,3,"-the students are still working on the program with the touch sensors
-it's seriously amazing the difference in behavior from Sir David in the robotics class versus his math class (he clearly has more intrinsic motivation in robotics and respects the teacher more)
-the researchers provided kit kats to the first group who finished the assignment
-the teacher continues to help groups work through their project and lets them know where they have a problem (but makes them figure out how to solve it)
----they are trying to get their ""bumper"" which has another touch sensor to get the car to stop when the ""bumper"" hits something",HM,
4,6th Math (Sociedad - 02_Seg),2015-07-29,1,1,0,0,0,0,1,1,"-this is towards the beginning of the day, so the teacher is struggling to get them started
-he is trying to motivate them by rewarding good behavior with candy (which seems to be working SLIGHTLY better)
-the teacher prefaces a the video they will be watching by talking about the carbonation in soda and asking them to think about what would happen if they put that in space
----then they are watching a video of an astronaut demonstrate what happens and a few experiments in space (to see if their hypotheses were correct or not)
----the astronaut is putting alka seltzer in water
-the teacher lets one student trade his candy for a different piece and then more of the students want to trade, taking up more time before the video
-the teacher asks the students to decribe what is happening in the video (we cannnot really see what's happening in the video)
-after the video the teacher passes out booklets for the students to work in (they don't do anything further with the video)
----they are assigned roles/occupations, which factors into what they are doing in their booklets aka how much money they ""make"" 
----the teacher (Mr. B) can barely get through the instructions between interruptions (such as ""I need to go to the bathroom,"" ""can I have a pencil?"" etc)
-by the time the researcher signals the students, they have barely even started the booklet",HM,
4,6th Math (Sociedad - 02_Seg),2015-07-29,2,0,0,1,1,0,1,2,"-the students are still working on the booklet activity and are now gathered around Mr. B so he can help them 
----I think they are budgeting based on the ""income"" they were assigned and have to figure out how much to spend on housing, food, clothing, etc then whatever they have leftover is put in savings
-one of the girls is bragging about how she asked for extra homework and got extra credit
-it seems like some of the students can do the math, but are not so good at following instructions in order to fill out the chart in their booklet
-at one point, Mr. B is trying to explain to David how to solve the problems in his booklet, but David clearly isn't paying much attention, so it has become more of Mr. B just doing the work for him
-they choose items (such as clothing and housing) from actual slips of paper in designated piles around the room
-David asks if he can have more candy since he was being good and doing their work and the other kids act shocked that he was being good
----the other kids then begin asking if they can have candy if they do their work (so actually the candy is kind of working for Mr. B)
----however, even though they are behaving better than previously, they still are having difficultly staying on task",HM,
4,7th Math (Sociedad 2 - 01_Seg),2015-07-29,1,0,0,0,0,0,0,0,"-they are going over the answers for a worksheet they have already done (to make sure they all did it correctly)
-a student volunteers to write on the board
-they go over the concept of improper fractions versus mixed numbers
----the students seem to understand this concept pretty well already
-the teacher asks the students if they know why she is making them learn these concepts (fraction and decimal conversion) and the students sort of say with a sigh, ""because we'll need to use them in real life""",HM,
4,7th Math (Sociedad 2 - 01_Seg),2015-07-29,2,0,0,0,0,0,0,0,"-they are playing another online game (red versus blue team aka boys versus girls)
-they are playing a math version of jeopardy, solidifying the percentage, fraction, and decimal conversations they have been learning)
-the ladies win
-then they start a new game where they have to put all the numbers that are equal into groups (i.e. 1/2, 0.5, 50%)
-the students work together to beat each level (they're getting pretty good at this math concept)",HM,
4,8th Math (Sociedad - 01_Seg),2015-07-29,1,0,0,0,0,0,0,0,,,
4,8th Math (Sociedad - 01_Seg),2015-07-29,2,0,0,0,0,0,0,0,,,
4,Dance (Sociedad2 - 02_Seg),2015-07-29,1,0,0,0,0,0,0,0,"-the students are back to doing dance (apparently they decided doing math instead was not as fun)
-they are just stretching in the beginning
-the class has seemed to have developed a routine at this point (the teacher can just announce what is next like, ""skill building"" and ask what is next and the students respond with one of their skills)
-one student demonstrates her shoulder roll (she is excited that she has improved) 
-eventually they start trying to do a ""balancing"" activity where they use their joint weights to balance in acrobatics 
-finally, they do a human pyramid (it's becoming pretty clear the main purpose of this program is to just give the students a break from sitting around in a classroom and get them moving
----one of the boys volunteers to be on top of the pyramid while all the girls who are part of the pyramid scream in protest (it turns out fine though)",HM,
4,Dance (Sociedad2 - 02_Seg),2015-07-29,2,0,0,0,0,0,0,0,"-now the students are in the main classroom again, working on their projects (not sure what the project is)
----I think they are making up their own dances in groups?
----then they are asked to present the dance to the rest of the class (the dances are pretty silly, but it looks fun)",HM,
4,Robotics (Sociedad - 03_Seg),2015-07-29,1,0,0,0,0,0,0,0,"-the teacher is trying to show them an episode of Fullmetal Alchemist (an anime cartoon because they have a character that is a robot and they talk about science in the show)
----I guess they're going on a field trip tomorrow and it's their tradition so far to watch an episode of this show the day before 
-the teacher is having the students explain the plot and how it connects to what they're learning (I think in order to sort of explain himself/his methods to the researchers)
----the researchers cut out the footage of the episode 
----after the show the teacher tries to debrief and asks the students what it taught them
----they're thinking about how important technology is in the world but also how to use it for good and to remember humanity (then they have a discussion on how technology impacts our humanity)",HM,
4,Robotics (Sociedad - 03_Seg),2015-07-29,2,1,0,1,1,1,1,4,"-the students are adding a visual sensor to their robots
-the teacher is helping one student with his robot, while the other groups work on their own
-they are asking each other questions in order to figure out how to get the robot to do what they want it to 
-the students are generating data through trial and error as they run their code multiple times and make changes to it in order to solve the problem",HM,
4,6th Math (Sociedad - 02_Seg),2015-08-03,1,1,1,1,0,0,1,3,"-there is something projected on the white board that Mr. B is talking about (they say something about cost)
----they are talking through a word problem with selling price and cost
-the students are contributing but David is being a distraction again 
----other students begin pointing out David's bad behavior, stalling the class because Mr. B cannot get a word in
----Mr. B gives him a few pencils to sharpen as a disctraction
-Mr. B takes a stand and makes a student moves seats for talking despite her and her classmates' protests
----she even tries to see if she can sit other than the one he picked, but he remains firm (gaining some of his power back)
----the students are a little quieter during the lesson now, but don't seem to be paying much attention
-Mr. B plays a video of a professional football player talking about how he is also a mathmetician and how the two work together (I think this is meant to inspire some of the kids and make the content more relatable)
-one student at the front of the class (the girl that had to move) is blatantly reading her own book instead of paying attention to the video (Mr. B does nothing about it)
-the video was supposed to connect to their word problems and the football player was saying that math helps him think about problem solving in general",HM,
4,6th Math (Sociedad - 02_Seg),2015-08-03,2,1,1,1,0,0,1,3,"-one student is working on a problem on the white board (as in she is writing on the board) but doesn't seem to be talking to the rest of the class, she seems to be donig it by herself
----maybe the class is meant to be paying attention but are just not engaged at the moment
-they're finding the price the seller paid for a car if they sold it at a loss but the concept is too difficult for the students with the numbers so Mr. B starts trying to get them to think about the concepts with easier numbers (""If I bought it for $1 and sold if for $100 then did I make money or lose it?"")
----then the students understand the concept but still cannot apply it to the problem
----the girl working on the board attempts it but still does not get the correct answer, so Mr. B decides to model the problem for them
-Gio is asked to move seats and he is pissed because he feels that he was not doing anything wrong (Mr. B makes him move anyway) 
-the teacher has started to just ignore David more (and the other students have noticed, and sometimes point out that David isn't really working when they don't want to work either)",HM,
4,8th Math (Sociedad - 01_Seg),2015-08-03,1,0,0,1,0,0,1,1,,,
4,8th Math (Sociedad - 01_Seg),2015-08-03,2,0,1,1,0,1,1,3,,,
4,Dance (Sociedad2 - 02_Seg),2015-08-03,1,0,0,0,0,0,0,0,,,
4,Dance (Sociedad2 - 02_Seg),2015-08-03,2,0,0,0,0,0,0,0,,,
4,Robotics (Sociedad - 03_Seg),2015-08-03,1,0,0,0,1,1,1,2,"-first they distribute materials to all the groups and find their robots
-then the teacher projects some 3D designs of robots on the screen and tells the students that he thinks that they can take these designs and modify them to do what the students need them to do
----they have five options of what to ""build"" for their company
----the teacher talks about how he used one of these to play with his cat and then said, ""What's the matter? Thugs can't have cats?"" and the students loved it
-they just have to select one of the designs and use the build instructions to make the robot and the teacher said they'd decide the purpose of their robot later",HM,
4,Robotics (Sociedad - 03_Seg),2015-08-03,2,0,0,1,1,1,1,3,"-the students are all working in their groups on the robot they choose to design 
-not sure I agree that they're generating data? (they aren't writing codes at this point, just building the physical robot based on instructions)
-the teacher goes around helping them find pieces they need and helping them think through the designs",HM,
4,6th Math (Sociedad - 02_Seg),2015-08-05,1,1,0,0,0,1,1,2,"-David does sort of participate, but in an annoying way (he interrupts and shouts out random numbers or makes an attempt at the answer but in a disruptive way)
-one student puts her hand on top of Mr. B's head (which was weird, but I guess it shows that they are comfortable with him? maybe too comfortable)
-someone brought in more candy (to motivate the students)
-they are going to watch a clip (that sort of relates, but I think it's mostly to give the students a short break from math)
----it is a video made in 1970 that is supposed to be a portrayal of what life would be like now, but they have commercial ""flights"" that go into space
-Mr. B tries to start a conversation from the clip about what the students think life will be like in 20 or 30 years. He meant more in general but some kids took it in a personal sense
----David says that he is wasting away in education because he wants to get a good job as a tow truck driver",HM,
4,6th Math (Sociedad - 02_Seg),2015-08-05,2,0,0,0,0,1,1,1,"-the teacher wrote out a problem on a large sheet of paper that he stuck to the board and is trying to get the students to talk through the problem with him
-then after talking through it for a few minutes, helping them set up the problem, Mr. B asks the students to solve the problem and do the calculations on their own papers (generating data)
-a student complains about a headache and Mr. B says that it's proven that solving math cures headaches (the students disagree and he says, ""if you get the answer right it works"")
-she keeps complaining about her headache and doesn't want to do the problem on her paper so Mr. B has her come do it on the board at the front of the room instead",HM,
4,7th Math (Sociedad 2 - 01_Seg),2015-08-05,1,0,0,0,0,0,0,0,,,
4,7th Math (Sociedad 2 - 01_Seg),2015-08-05,2,0,0,0,0,0,0,0,,,
4,8th Math (Sociedad - 01_Seg),2015-08-05,2,0,0,1,0,0,1,1,,,
4,Dance (Sociedad2 - 02_Seg),2015-08-05,1,0,0,0,0,0,0,0,,,
4,Dance (Sociedad2 - 02_Seg),2015-08-05,2,0,0,0,0,0,0,0,,,
4,Robotics (Sociedad - 03_Seg),2015-08-05,1,0,0,0,0,0,0,0,,,
4,Robotics (Sociedad - 03_Seg),2015-08-05,2,0,0,0,0,0,0,0,,,
5,Boston - Thompson Island,2015-07-21,2,0,0,1,1,0,1,2,,,
5,Boston - Thompson Island,2015-07-21,3,1,1,1,1,1,1,5,,,
5,Boston - Thompson Island,2015-07-21,4,1,1,1,1,1,1,5,,,
5,Boston - Thompson Island,2015-07-21,5,,,,,,0,0,,,
5,Boston - Thompson Island,2015-07-23,1,0,1,0,0,1,1,2,,,
5,Boston - Thompson Island,2015-07-23,2,1,1,0,0,0,1,2,,,
5,Boston - Thompson Island,2015-07-23,3,0,0,1,0,0,1,1,,,
5,Boston - Thompson Island,2015-07-23,4,0,0,1,0,0,1,1,,,
5,Boston - Thompson Island,2015-07-28,1,0,0,1,0,0,1,1,,,
5,Boston - Thompson Island,2015-07-28,2,0,0,0,0,1,1,1,,,
5,Boston - Thompson Island,2015-07-28,3,1,0,1,1,1,1,4,,,
5,Boston - Thompson Island,2015-07-28,4,1,1,0,0,0,1,2,,,
5,Boston - Thompson Island,2015-07-28,5,0,1,0,0,0,1,1,,,
5,Boston - Thompson Island,2015-07-30,1,0,0,0,0,1,1,1,,,
5,Boston - Thompson Island,2015-07-30,2,0,0,0,0,0,0,0,,,
5,Boston - Thompson Island,2015-07-30,3,0,0,0,0,0,0,0,,,
10,Providence -  RWP Zoo,2015-07-15,1,,,,,,0,0,-students took a survey but there is no video,HM,
10,Providence -  RWP Zoo,2015-07-15,2,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-15,3,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-15,4,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-16,1,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-16,2,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-16,3,0,0,1,1,1,1,3,"-the students are sorting small cups by the letters on them (the purpose is unclear)
-the teacher models a table that the students will do on their own paper to figure out the amount of food they've captured (communicate)
----The students are writing the number of cups they have that represents each animal (squirrel, rabbit, porcupine, beaver, deer)
----the students are asking each other questions about how to fill out the charts 
----""So let's say I know that squirrels are worth a pound of food ... err kilogram of food. Alright? So a squirrel is worth one. I have five squirrel cups. How much kilograms do I have?""
""5 grams""
""How'd you know that? what did you do?""
[...]
""multiply!"" (7:00)
-they will be multiplying the amount of cups they have by how much each animal is worth (of kilograms) (data modeling?)",HM,
10,Providence -  RWP Zoo,2015-07-16,4,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-22,1,0,0,0,0,0,0,0,,KMS,
10,Providence -  RWP Zoo,2015-07-22,2,0,0,0,0,0,0,0,"-The students are at a lake with a small beach
-they are meant to be observing the water to compare between where they were Monday and where they will be going tomorrow (but I think mostly they're just playing in the water which is maybe why they didn't code for observation)
-the teachers say it's called ""water exploration"" and they are just comparing water quality
----the teacher also mentions that they believe that unstructured play is important for team building and cooperation in other activities",HM,
10,Providence -  RWP Zoo,2015-07-22,3,0,0,0,0,0,0,0,-students continue to play in the water at the park,HM,
10,Providence -  RWP Zoo,2015-07-22,4,0,0,1,0,0,1,1,"-now students are in another area of water (no beach this time) and are trying to find animals with small nets (frogs, bugs) (observing)
-this clip was coded as generating data, so the person coding must have been thinking about whatever specimen they gather as ""data""
-some of the students consult a guide on what types of animals they might see
-they move to another area to try their luck on finding frogs (one of the teachers find a baby dragon fly)",HM,
10,Providence -  RWP Zoo,2015-07-23,1,0,0,0,1,0,1,1,"-the students are playing a game outside for the first minute, then move back inside
-they spend a lot of time walking back to the classroom
-they go over the agenda for the day, I'm not sure why this clip is coded as generating data?",HM,
10,Providence -  RWP Zoo,2015-07-23,2,1,0,0,1,0,1,2,"-the students are working to build a bridge as teams given specific materials (only paper and a little bit of tape)
-teacher: ""does that work?""
student: ""maybe, it's all about experimenting"" (1:30)
-one group of students is upset because they spent a lot of their time and resources building supports for under their bridge before being told they are not allowed to do that
-they are meant to come up with creative ways to use the resources they have to build a strong free standing bridge
-students are building a ""model"" of a bridge (but I probably wouldn't have coded it that way)",HM,
10,Providence -  RWP Zoo,2015-07-23,3,0,0,0,0,0,0,0,"-the students are playing dodgeball (no relation to their class topics, likely just giving the students a break during the day)",HM,
10,Providence -  RWP Zoo,2015-07-23,4,0,0,0,0,0,0,0,"-the students are working on their final projects (build a sanctuary for ""their animal,"" design a poster campaign to save an endagered animal, film a commercial for their campaign, OR they can design a product that may help their endangered animal
-they were able to pick whether they wanted to work on their final project individually or in groups
-the students near the front of the camera seem to be working on the ""habitats"" (they are working with shoe boxes, so it seems like their project is to build a model of what they're habitat might look like, scaled down to a shoe box)
-students are asked to do research (online) to help them put together their projects (but they are not doing research in this segment, the teacher insinuated they would be doing this later)
",HM,
10,Providence -  RWP Zoo,2015-07-28,1,0,0,0,0,0,0,0,"-this clip is towards the beginning of the day so the students are in the gymnasium playing a game (the rules weren't on film so I'm not sure how the game works, but it seems pretty clear it's not related to their academic topics)
",HM,
10,Providence -  RWP Zoo,2015-07-28,2,0,0,0,0,0,0,0,"-the students are watching a video and mostly seem to be engaged (but it is a Robin Williams film, so it's unclear how it relates to their topics: I think it's Jumanji?)
-clip sounds fuzzy at one point (not sure if it's my headphones or the actual video
",HM,
10,Providence -  RWP Zoo,2015-07-28,3,0,1,0,0,1,1,2,"-the students finish watching Jumanji and head back to their regular classroom
-the teachers are passing out a certain number of something to each student (not sure what it is, but seems to be part of a merit system:stickers?)
-the students are continuing their final projects
-I don't see anything that could be coded as observing?
-one student was absent and missed the day that they were researching their animals so she gets placed with another student as a partner
-I do see how they could be communicating findings because the models/posters/videos they are in the process of making communicate the research they found online (however, if this were the case, on 7/23 signal 4 should have also been coded for communicating because they were working on their projects that day as well)
----it should be noted, however, I am unsure whether they had already done online research on 7/23 so that is a possible reason why the coding is different",HM,
10,Providence -  RWP Zoo,2015-07-28,4,1,1,0,0,1,1,3,"-students continue working on their projects
-AGAIN this video is coded for observing and communicating (like the previous clip) but doesn't seem to be any different than the 4th signal on 7/23
-this clip is also coded for asking questions, but I am not sure how the questions asked here differ from the other video clips where they were working on their final projects",HM,
10,Providence -  RWP Zoo,2015-07-29,1,1,0,0,0,1,1,2,"-the students are getting ready to meet some animals in the classroom
-the first animal is a rabbit (which is actually pretty large!)
-the person that brought the rabbit in asked the students what they noticed about the rabbit (observing)
-the students are asking many questions about the animals (the second animal is a chicken)",HM,
10,Providence -  RWP Zoo,2015-07-29,2,1,1,0,1,1,1,4,"-now the students are making a puzzle for dispensing treats (a home made version of that toy you put dog treats in and then the dog has to figure out how to get htem out)
-then they bring another animal out (and it's an armadillo!)
-they continue to ask questions and observe the armadillo",HM,
10,Providence -  RWP Zoo,2015-07-29,3,1,0,0,0,0,1,1,"-in this video students are in an actual zoo (I don't think this is their first time in the zoo)
-as the group walks through the zoo the students are asking questions about some of the animals featured in the zoo (and seem particularly interested in the animals they focused their projects on)
-they are at the petting zoo to feed some goats (students don't seem to be engaged in much academic learning, except observing some of the animals they may have done research on)
-the group is heading to the kangaroo exhibit next (the teachers are just letting the students go to whatever exhibits they want to see, but all together and one exhibit at a time)
",HM,
10,Providence -  RWP Zoo,2015-07-29,4,1,1,1,0,0,1,3,(video missing),HM,
6,Providence - Biomes,2015-07-13,1,1,0,1,0,1,1,3,,,
6,Providence - Biomes,2015-07-13,2,1,1,0,0,1,1,3,,,
6,Providence - Biomes,2015-07-13,3,1,0,0,0,0,1,1,,,
6,Providence - Biomes,2015-07-13,4,1,0,0,0,0,1,1,,,
6,Providence - Biomes,2015-07-14,1,1,1,1,1,0,1,4,,,
6,Providence - Biomes,2015-07-14,2,0,0,0,0,0,0,0,,,
6,Providence - Biomes,2015-07-14,3,1,0,0,0,0,1,1,,,
6,Providence - Biomes,2015-07-14,4,1,1,1,1,1,1,5,,,
6,Providence - Biomes,2015-07-20,1,,,,,,0,0,,,
6,Providence - Biomes,2015-07-20,2,1,1,0,0,0,1,2,,,
6,Providence - Biomes,2015-07-20,3,,,,,,,,,,
6,Providence - Biomes,2015-07-20,4,1,1,1,1,1,1,5,,,
6,Providence - Biomes,2015-07-21,1,1,1,1,0,0,1,3,,,
6,Providence - Biomes,2015-07-21,2,1,0,1,1,1,1,4,,,
6,Providence - Biomes,2015-07-21,3,,,,,,,,,,
6,Providence - Biomes,2015-07-21,4,0,1,0,0,0,1,1,,,
6,Providence - Biomes,2015-07-27,1,1,1,1,1,1,1,5,,,
6,Providence - Biomes,2015-07-27,2,1,0,0,0,1,1,2,,,
6,Providence - Biomes,2015-07-27,3,0,0,1,1,1,1,3,,,
6,Providence - Biomes,2015-07-27,4,0,1,0,0,0,1,1,,,
6,Providence - Biomes,2015-07-28,1,1,0,1,0,1,1,3,,,
6,Providence - Biomes,2015-07-28,2,1,0,1,0,1,1,3,,,
6,Providence - Biomes,2015-07-28,3,0,1,1,0,1,1,3,,,
6,Providence - Biomes,2015-07-28,4,0,0,1,1,1,1,3,,,
8,Providence - Crazy Machines,2015-07-13,1,0,0,0,0,0,0,0,"-class is sitting in a circle and are playing a game called Chief (just for team building, is not related to their learning)
-the signal was given within the first minute (0:58)
-a student came in late and the teacher asked another student to explain the rules of the game
-they reflect about what they do and do not like about the game
-I would agree with the codes for this clip",HM,
8,Providence - Crazy Machines,2015-07-13,2,0,0,1,0,1,1,2,"-students are discussing how ramps might be helpful in getting a block up 
-then they move on to graphing ""incline plane experiment number 1"" in groups, which was an experiment they must have done previously (data modeling)
-they take the survey in the middle of the clip/activity again
-this clip is coded for communicating findings, which I suppose is what the graphs are doing but not sure why they didn't code for data modeling",HM,
8,Providence - Crazy Machines,2015-07-13,3,1,0,1,1,1,1,4,"-no sound for the first 10 seconds of the video??
-students are looking at two blocks of wood held together by two rubber bands and are trying to pull it apart with their hands
----they will later use a tool to split them, so the teacher wanted them to use their hands first to see how strong the force holding them together was
-they are experimenting with different wedges to see which works best to split the wood
----the teacher lets the students decide which tools they think will work best to split the wood
-I don't understand the codes for generating or modeling data but none for observing (the students are not recording or analyzing any data, only looking at which tools work best to split the blocks)
-I believe they coded this as communicating findings because the teacher is using a model to demonstrate the concepts they are talking about",HM,
8,Providence - Crazy Machines,2015-07-13,4,1,0,1,1,1,1,4,"-the teacher is creating a narrative for why they want to break apart the blocks (I think it's the same activity with a different group)
----they are trying to pull the blocks apart with their hands first
----they are deciding which wedges to use to try to split the wood (communicating findings aka using a model to demonstrate a concept)
-I still think that this would be considered observing
----the teacher commented on a student making a good observation again
-students take turns using different wedges to split the two pieces of wood
-the teacher keeps asking questions to get the students to think beyond just hammering a wedge (she wants them to think about why different wedges work better than others to get them to think about the physics of the experiment/model)
-teachers asks them to think back on what they learned before when they were graphing the slopes in class before",HM,
8,Providence - Crazy Machines,2015-07-14,1,,,,,,0,0,"-students seem to be on a field trip and are watching a movie about recycling (a recycling plant? they apparently make products out of the recycled material)
-signal (1:24)
-the students will be able to see recycling in action on a tour of the facilities
-they are asking questions, both to each other and to the guide
----they were curious about the workers wages and how long they work
----did not seem very interested in the prospect of drawing incline planes in the facility (which is relevant to what they are learning in class)",HM,
8,Providence - Crazy Machines,2015-07-14,2,0,0,0,0,0,0,0,,HM,
8,Providence - Crazy Machines,2015-07-14,3,0,0,0,0,0,0,0,,HM,
8,Providence - Crazy Machines,2015-07-14,4,,,,,,0,0,"-they are going around and greeting each other (high fiving each other) and making sure to say names because the teacher thinks it is important for them to all know each others' names and build a community
----the students look embarrassed to be doing this, everyone is mumbling
-signal right after they do their greetings (2:22)
-they are sharing ideas about how to decrease waste
-someone suggests building more landfills but everyone agrees that is bad for the environment (defining problems?)
-teacher tries to encourage their creativity as engineers and tells them to give any idea even if it ""sounds crazy""
-they are discussing alternatives to plastic and ways to recycle
-it seems like in crazy machines, so far, they do a lot of learning through discussion because the teachers want the students to be thinking about the concepts they learn beyond math or ""that's just the way things work""
----and they also want the children to be environmentally conscious in their design process and in their every day lives
----the discussion seems important because a lot of engineers work collaboratively on projects and brainstorm ideas together (yet it doesn't seem like discussion fits in any of the codes we are looking at? or does it, thoughts?)",HM,
8,Providence - Crazy Machines,2015-07-20,1,0,0,0,0,0,0,0,,HM,
8,Providence - Crazy Machines,2015-07-20,2,,,,,,0,0,"-the students are building catapults individually (communicating findings because they are building a model)
-the video blacks out for a pretty significant amount of time (1:00-1:20) but there is still audio
-they continue building their catapults through the rest of the video",HM,
8,Providence - Crazy Machines,2015-07-20,3,0,0,0,0,0,0,0,"-the students are in the hallway testing their catapults (but they are not writing any data)
----they are waiting to pelt someone with their catapults
----the man they surprised was unimpressed with their flimsy balls but some of the students threw their whole catapult at him (it was just a milk carton and some other recycled material
-then the students go back for snack
-some students go look for a flag for a game of capture the flag while the rest of the class watches them through the video screen",HM,
8,Providence - Crazy Machines,2015-07-20,4,1,1,1,1,1,1,5,"-students are building something (what are they building??)
----teacher is asking students to think about how the ""effort"" increases as the ""load"" increases
-there seems to be more than one thing going on right now
----students are given the option to work on what they want to (Rube Goldberg machines, improving their catapult designs, and one more project that I don't know what it is) 
----^something about a puppet?
----one of the teachers is taking small groups of students to talk about levers and how ""effort cost"" changes when the load increases (observing about how effort cost increases)
-students are asking questions about different materials they are using and asking about how to get their Rube Goldberg machine better 
-some students are figuring out the range of their catapults (generating data but it is unclear whether they are actually RECORDING the range of the catapult)",HM,
8,Providence - Crazy Machines,2015-07-21,1,0,0,0,0,0,0,0,"-students are waiting together with some other groups, getting ready to go on a field trip
-they do their mroning greeting again
-they do another team building activity after their greeting",HM,
